DATE,GDPPOT
1955-01-01T00:00:00.000000000,2959.7761996380686
1955-04-01T00:00:00.000000000,2979.062096651661
1955-07-01T00:00:00.000000000,2998.0263117529767
1955-10-01T00:00:00.000000000,3017.709772089412
1956-01-01T00:00:00.000000000,3037.4598942797747
1956-04-01T00:00:00.000000000,3056.686363127972
1956-07-01T00:00:00.000000000,3076.747558063285
1956-10-01T00:00:00.000000000,3098.079553748381
1957-01-01T00:00:00.000000000,3121.45876878156
1957-04-01T00:00:00.000000000,3146.9588594571783
1957-07-01T00:00:00.000000000,3173.926339071424
1957-10-01T00:00:00.000000000,3202.0484646123937
1958-01-01T00:00:00.000000000,3230.017116009108
1958-04-01T00:00:00.000000000,3258.4537581152504
1958-07-01T00:00:00.000000000,3287.0858028236366
1958-10-01T00:00:00.000000000,3317.432391075252
1959-01-01T00:00:00.000000000,3348.864175658736
1959-04-01T00:00:00.000000000,3382.3844990501893
1959-07-01T00:00:00.000000000,3418.3200692733526
1959-10-01T00:00:00.000000000,3454.772478769152
1960-01-01T00:00:00.000000000,3491.809423344376
1960-04-01T00:00:00.000000000,3527.8518161158336
1960-07-01T00:00:00.000000000,3563.3197684868646
1960-10-01T00:00:00.000000000,3597.5104219553687
1961-01-01T00:00:00.000000000,3631.0973455617295
1961-04-01T00:00:00.000000000,3662.7634373329215
1961-07-01T00:00:00.000000000,3695.587694750991
1961-10-01T00:00:00.000000000,3729.378782068824
1962-01-01T00:00:00.000000000,3765.797811774551
1962-04-01T00:00:00.000000000,3805.3125821851854
1962-07-01T00:00:00.000000000,3847.2533059977486
1962-10-01T00:00:00.000000000,3890.376304042204
1963-01-01T00:00:00.000000000,3933.55516118128
1963-04-01T00:00:00.000000000,3976.337932783699
1963-07-01T00:00:00.000000000,4018.959695297157
1963-10-01T00:00:00.000000000,4062.066558037231
1964-01-01T00:00:00.000000000,4105.435953036787
1964-04-01T00:00:00.000000000,4150.330841843084
1964-07-01T00:00:00.000000000,4196.177090748073
1964-10-01T00:00:00.000000000,4242.341352210441
1965-01-01T00:00:00.000000000,4289.638061974458
1965-04-01T00:00:00.000000000,4335.758721867548
1965-07-01T00:00:00.000000000,4383.183671483537
1965-10-01T00:00:00.000000000,4430.655646635879
1966-01-01T00:00:00.000000000,4478.534802720446
1966-04-01T00:00:00.000000000,4526.5819491025895
1966-07-01T00:00:00.000000000,4575.410171895527
1966-10-01T00:00:00.000000000,4624.436665322361
1967-01-01T00:00:00.000000000,4675.219679762708
1967-04-01T00:00:00.000000000,4727.676231784833
1967-07-01T00:00:00.000000000,4781.42211583471
1967-10-01T00:00:00.000000000,4836.595272941184
1968-01-01T00:00:00.000000000,4891.940357443345
1968-04-01T00:00:00.000000000,4946.550003948992
1968-07-01T00:00:00.000000000,5001.696850677184
1968-10-01T00:00:00.000000000,5057.171937724264
1969-01-01T00:00:00.000000000,5110.844525651125
1969-04-01T00:00:00.000000000,5162.516814194178
1969-07-01T00:00:00.000000000,5211.7147729901535
1969-10-01T00:00:00.000000000,5258.881293630156
1970-01-01T00:00:00.000000000,5304.070427236833
1970-04-01T00:00:00.000000000,5347.137426621308
1970-07-01T00:00:00.000000000,5389.231531937598
1970-10-01T00:00:00.000000000,5431.208643669215
1971-01-01T00:00:00.000000000,5474.870079068671
1971-04-01T00:00:00.000000000,5521.341641373812
1971-07-01T00:00:00.000000000,5569.31405166131
1971-10-01T00:00:00.000000000,5617.418731483026
1972-01-01T00:00:00.000000000,5664.390952910088
1972-04-01T00:00:00.000000000,5709.165368090848
1972-07-01T00:00:00.000000000,5752.679084228244
1972-10-01T00:00:00.000000000,5796.132944078368
1973-01-01T00:00:00.000000000,5841.03291586763
1973-04-01T00:00:00.000000000,5889.392812192868
1973-07-01T00:00:00.000000000,5939.380852894292
1973-10-01T00:00:00.000000000,5991.006667040293
1974-01-01T00:00:00.000000000,6043.397120672456
1974-04-01T00:00:00.000000000,6095.982936382176
1974-07-01T00:00:00.000000000,6147.694309144877
1974-10-01T00:00:00.000000000,6198.816224406326
1975-01-01T00:00:00.000000000,6248.917232720529
1975-04-01T00:00:00.000000000,6298.432711607687
1975-07-01T00:00:00.000000000,6347.675316519736
1975-10-01T00:00:00.000000000,6396.919595825258
1976-01-01T00:00:00.000000000,6445.588479604985
1976-04-01T00:00:00.000000000,6494.4295660852395
1976-07-01T00:00:00.000000000,6544.3713527317595
1976-10-01T00:00:00.000000000,6594.937087377887
1977-01-01T00:00:00.000000000,6647.491698930122
1977-04-01T00:00:00.000000000,6701.716062884974
1977-07-01T00:00:00.000000000,6757.0967562431015
1977-10-01T00:00:00.000000000,6814.1531570700345
1978-01-01T00:00:00.000000000,6872.575345279892
1978-04-01T00:00:00.000000000,6931.925241334588
1978-07-01T00:00:00.000000000,6992.74508689625
1978-10-01T00:00:00.000000000,7054.840990784538
1979-01-01T00:00:00.000000000,7119.064398807631
1979-04-01T00:00:00.000000000,7181.644829231282
1979-07-01T00:00:00.000000000,7241.2082450284115
1979-10-01T00:00:00.000000000,7296.781864358525
1980-01-01T00:00:00.000000000,7347.149549168098
1980-04-01T00:00:00.000000000,7391.46700811808
1980-07-01T00:00:00.000000000,7429.867945147331
1980-10-01T00:00:00.000000000,7470.008131567184
1981-01-01T00:00:00.000000000,7512.1112993364495
1981-04-01T00:00:00.000000000,7560.539227980742
1981-07-01T00:00:00.000000000,7611.880792521194
1981-10-01T00:00:00.000000000,7666.119259547203
1982-01-01T00:00:00.000000000,7722.489798240563
1982-04-01T00:00:00.000000000,7780.375549942753
1982-07-01T00:00:00.000000000,7839.484376554084
1982-10-01T00:00:00.000000000,7899.930112733643
1983-01-01T00:00:00.000000000,7960.304811789574
1983-04-01T00:00:00.000000000,8022.296182879799
1983-07-01T00:00:00.000000000,8086.2177289398705
1983-10-01T00:00:00.000000000,8152.899309926651
1984-01-01T00:00:00.000000000,8222.371869757519
1984-04-01T00:00:00.000000000,8294.655233715264
1984-07-01T00:00:00.000000000,8368.841866005305
1984-10-01T00:00:00.000000000,8444.488996893508
1985-01-01T00:00:00.000000000,8520.776500957843
1985-04-01T00:00:00.000000000,8597.529524582833
1985-07-01T00:00:00.000000000,8674.318459482858
1985-10-01T00:00:00.000000000,8750.702428211027
1986-01-01T00:00:00.000000000,8826.453132218017
1986-04-01T00:00:00.000000000,8901.68499377897
1986-07-01T00:00:00.000000000,8976.738814011691
1986-10-01T00:00:00.000000000,9051.447259571212
1987-01-01T00:00:00.000000000,9125.707602326183
1987-04-01T00:00:00.000000000,9199.50738407519
1987-07-01T00:00:00.000000000,9272.934427672935
1987-10-01T00:00:00.000000000,9346.699627107133
1988-01-01T00:00:00.000000000,9420.119450572343
1988-04-01T00:00:00.000000000,9494.034893815831
1988-07-01T00:00:00.000000000,9568.099297442566
1988-10-01T00:00:00.000000000,9642.593857538424
1989-01-01T00:00:00.000000000,9717.08021783899
1989-04-01T00:00:00.000000000,9791.538188786051
1989-07-01T00:00:00.000000000,9856.68941637144
1989-10-01T00:00:00.000000000,9932.27863322103
1990-01-01T00:00:00.000000000,10006.568518061174
1990-04-01T00:00:00.000000000,10079.193683426787
1990-07-01T00:00:00.000000000,10149.425927599625
1990-10-01T00:00:00.000000000,10217.2256257243
1991-01-01T00:00:00.000000000,10283.01087996352
1991-04-01T00:00:00.000000000,10346.85953271758
1991-07-01T00:00:00.000000000,10409.384121426969
1991-10-01T00:00:00.000000000,10471.642872616025
1992-01-01T00:00:00.000000000,10533.754722186615
1992-04-01T00:00:00.000000000,10596.596075537069
1992-07-01T00:00:00.000000000,10660.762526064991
1992-10-01T00:00:00.000000000,10725.823702416466
1993-01-01T00:00:00.000000000,10791.841303819188
1993-04-01T00:00:00.000000000,10859.658680230026
1993-07-01T00:00:00.000000000,10928.482735745143
1993-10-01T00:00:00.000000000,10998.28839890448
1994-01-01T00:00:00.000000000,11068.947189839351
1994-04-01T00:00:00.000000000,11140.343521101777
1994-07-01T00:00:00.000000000,11213.206264654
1994-10-01T00:00:00.000000000,11287.170028853692
1995-01-01T00:00:00.000000000,11361.822811563516
1995-04-01T00:00:00.000000000,11437.846726697
1995-07-01T00:00:00.000000000,11514.704122545112
1995-10-01T00:00:00.000000000,11593.611621701011
1996-01-01T00:00:00.000000000,11674.216233014651
1996-04-01T00:00:00.000000000,11760.113983771347
1996-07-01T00:00:00.000000000,11852.4657305572
1996-10-01T00:00:00.000000000,11951.077903825388
1997-01-01T00:00:00.000000000,12055.79474049288
1997-04-01T00:00:00.000000000,12165.991891986052
1997-07-01T00:00:00.000000000,12282.13962359006
1997-10-01T00:00:00.000000000,12403.091482098456
1998-01-01T00:00:00.000000000,12528.530888617106
1998-04-01T00:00:00.000000000,12658.992515858536
1998-07-01T00:00:00.000000000,12792.919917948158
1998-10-01T00:00:00.000000000,12930.454186030614
1999-01-01T00:00:00.000000000,13071.535334705315
1999-04-01T00:00:00.000000000,13215.180024333278
1999-07-01T00:00:00.000000000,13360.999676380285
1999-10-01T00:00:00.000000000,13508.997005238016
2000-01-01T00:00:00.000000000,13657.909718445528
2000-04-01T00:00:00.000000000,13802.557909996083
2000-07-01T00:00:00.000000000,13940.660485459985
2000-10-01T00:00:00.000000000,14071.40193345432
2001-01-01T00:00:00.000000000,14194.982061117891
2001-04-01T00:00:00.000000000,14311.539722786703
2001-07-01T00:00:00.000000000,14421.269310856644
2001-10-01T00:00:00.000000000,14525.2256684961
2002-01-01T00:00:00.000000000,14624.00334547519
2002-04-01T00:00:00.000000000,14719.438901074744
2002-07-01T00:00:00.000000000,14813.102098646215
2002-10-01T00:00:00.000000000,14905.535686049085
2003-01-01T00:00:00.000000000,14997.83710804506
2003-04-01T00:00:00.000000000,15090.807386325983
2003-07-01T00:00:00.000000000,15183.877363796682
2003-10-01T00:00:00.000000000,15278.388684793345
2004-01-01T00:00:00.000000000,15374.838882758811
2004-04-01T00:00:00.000000000,15472.994124038232
2004-07-01T00:00:00.000000000,15573.526926169096
2004-10-01T00:00:00.000000000,15675.55862407544
2005-01-01T00:00:00.000000000,15775.796136923083
2005-04-01T00:00:00.000000000,15873.169983958667
2005-07-01T00:00:00.000000000,15968.843339929685
2005-10-01T00:00:00.000000000,16062.035941635966
2006-01-01T00:00:00.000000000,16152.594087556376
2006-04-01T00:00:00.000000000,16240.797141806725
2006-07-01T00:00:00.000000000,16324.825212317572
2006-10-01T00:00:00.000000000,16404.43190398646
2007-01-01T00:00:00.000000000,16484.888028846122
2007-04-01T00:00:00.000000000,16566.649925173915
2007-07-01T00:00:00.000000000,16649.553222510956
2007-10-01T00:00:00.000000000,16732.836359592024
2008-01-01T00:00:00.000000000,16815.605755710523
2008-04-01T00:00:00.000000000,16895.89498163922
2008-07-01T00:00:00.000000000,16973.238277426874
2008-10-01T00:00:00.000000000,17046.57639205772
2009-01-01T00:00:00.000000000,17114.50017798746
2009-04-01T00:00:00.000000000,17178.410062824227
2009-07-01T00:00:00.000000000,17238.915827103265
2009-10-01T00:00:00.000000000,17297.998502211554
2010-01-01T00:00:00.000000000,17357.90598072023
2010-04-01T00:00:00.000000000,17419.58971646213
2010-07-01T00:00:00.000000000,17484.478311341583
2010-10-01T00:00:00.000000000,17551.85697037787
2011-01-01T00:00:00.000000000,17621.83311229873
2011-04-01T00:00:00.000000000,17694.289734496488
2011-07-01T00:00:00.000000000,17769.09154892731
2011-10-01T00:00:00.000000000,17845.433170509936
2012-01-01T00:00:00.000000000,17923.095226368296
2012-04-01T00:00:00.000000000,18002.35699627026
2012-07-01T00:00:00.000000000,18082.64574996694
2012-10-01T00:00:00.000000000,18163.79376867256
2013-01-01T00:00:00.000000000,18246.42137114204
2013-04-01T00:00:00.000000000,18329.440468379704
2013-07-01T00:00:00.000000000,18412.74484097609
2013-10-01T00:00:00.000000000,18496.9339613381
2014-01-01T00:00:00.000000000,18582.016790391182
2014-04-01T00:00:00.000000000,18667.80786379332
2014-07-01T00:00:00.000000000,18755.21302916832
2014-10-01T00:00:00.000000000,18843.33814024208
2015-01-01T00:00:00.000000000,18931.981089988367
2015-04-01T00:00:00.000000000,19021.104428422437
2015-07-01T00:00:00.000000000,19110.07094297624
2015-10-01T00:00:00.000000000,19198.65854737205
2016-01-01T00:00:00.000000000,19286.92528144557
2016-04-01T00:00:00.000000000,19375.15066769707
2016-07-01T00:00:00.000000000,19463.204573454477
2016-10-01T00:00:00.000000000,19551.31061719399
2017-01-01T00:00:00.000000000,19640.089472818603
2017-04-01T00:00:00.000000000,19730.29792327776
2017-07-01T00:00:00.000000000,19823.602552180768
2017-10-01T00:00:00.000000000,19919.84185253096
2018-01-01T00:00:00.000000000,20019.170108155347
2018-04-01T00:00:00.000000000,20121.719174325484
2018-07-01T00:00:00.000000000,20226.065825727997
2018-10-01T00:00:00.000000000,20331.49540934404
2019-01-01T00:00:00.000000000,20437.92215362585
2019-04-01T00:00:00.000000000,20545.449540277205
2019-07-01T00:00:00.000000000,20653.07745811881
2019-10-01T00:00:00.000000000,20758.053508750327
2020-01-01T00:00:00.000000000,20861.839254959672
2020-04-01T00:00:00.000000000,20965.140222867256
2020-07-01T00:00:00.000000000,21065.72918800921
2020-10-01T00:00:00.000000000,21167.08999680052
2021-01-01T00:00:00.000000000,21261.6000363994
2021-04-01T00:00:00.000000000,21355.977382899266
2021-07-01T00:00:00.000000000,21454.647379006663
2021-10-01T00:00:00.000000000,21558.240246488447
2022-01-01T00:00:00.000000000,21667.693840715183
2022-04-01T00:00:00.000000000,21780.14110580312
2022-07-01T00:00:00.000000000,21892.76660831518
2022-10-01T00:00:00.000000000,22004.679068190035
2023-01-01T00:00:00.000000000,22116.38
2023-04-01T00:00:00.000000000,22227.57
2023-07-01T00:00:00.000000000,22338.77
2023-10-01T00:00:00.000000000,22452.06
2024-01-01T00:00:00.000000000,22566.61
2024-04-01T00:00:00.000000000,22682.66
2024-07-01T00:00:00.000000000,22800.63
2024-10-01T00:00:00.000000000,22920.27
2025-01-01T00:00:00.000000000,23041.94
